raw_text,hasil_preprocessing,text_length
"@slametksndi @LambeSahamjja ya bener lah, itu kalau ga ada subsidi pemerintah harga pertamax/pertalite harusnya udah naik karena ngikut harga minyak dunia",bener tidak subsidi pemerintah harga pertamax pertalite naik ngikut harga minyak dunia,12
"Semua harga naik, IPL naik, Ganti oli naik, bayar air naik. In this ekonomi paling enak langsung ciuman aja boleh kan?",harga naik ipl naik ganti oli naik bayar air naik this ekonomi enak langsung ciuman,15
"Kalau tak boleh nak tolong semua orang, tolong la Rakyat dan bukannya tolong mahakaya. Melawan mahakaya tu sekadar retorik si mulut sahaja ke?
Dulu ada janji dicapati, sekarang pun masih janji dicapati juga ke, walau capati dah naik harga?",nak tolong orang tolong rakyat tolong mahakaya melaw mahakaya retorik mulut sahaja janji dicapat masih janji dicapat capat sudah naik harga,21
"@TxtdariHI Kasih tau gw, presiden ada bahas soal rupiah yg makin melemah ini ngga sih dlm beberapa wawancara atau statementnya, atau gw aja yg ketinggalan info, soalnya kebanyakan yg lewat di gw dia ngomongin mbg mulu",kasih presiden bahas rupiah melemah ngga wawancara statementnya ketinggal info kebanya ngomongin mbg mulu,14
"Rupiah udah mau 17K lebih lo masih punya waktu buat bahas beginian?🤭 Get a life bro!! Gk capek apa abis kemaren ngegoreng tim2an sekarang bahas rivalitas gk penting gini??🤣
Mau siapa lebih dari siapa yg penting mereka berdua tetep cantik di foto gw😎 https://t.co/DOwzHxtCiR",rupiah 17k masih punya bahas get life capek abis kemaren ngegoreng tim2an bahas rivalitas berdua tetep cantik foto,18
Btw dolar naik lagi jd 17.404. Tamat lah sudah alkisah kami…..,btw dolar naik tamat sudah alkisah,6
@davidsunarna harley &gt; rupiah,harley rupiah,2
"@thowel_arema @Asura0599 oh iya, apa yg bikin kamu optimis sama negara ini padahal kondisi rupiah aja udh smpe 17k.
coba kenapa, aku penasaran aja",bikin optimis negara kondisi rupiah sudah smpe 17k penasar,9
"mau ngeluh tp 4rb rupiah bruv, satu ringgit pun tak sampai",ngeluh ribuan rupiah bruv ringgit,5
"""Menuju tak terbatas dan melampaui nya""

Rupiah to the moon 😪",terbatas melampaui rupiah moon,4
Busa turunin value rupiah hehe,busa turunin value rupiah tertawa,5
"@susipudjiastuti Kapal begitu ga disubsidi = harga ikan naik, upah ABK makin kecil,atau pengurangan abk.
Harga naik, org makin banyak yg ga bisa beli ikan, penjualan sepi, ekonomi menurun.",kapal disubsidi_negated harga ikan naik upah abk pengurang abk harga naik orang bisa_negated beli ikan penjual sepi ekonomi menurun,19
"Kesimpulannya informasi yang menyebut APBN hanya cukup 3 bulan dan rupiah akan anjlok ke Rp20.000 adalah hoaks dan menyesatkan.

Masyarakat diimbau untuk tidak mudah percaya informasi yang menimbulkan kepanikan dan selalu cek sumber resmi seperti pemerintah atau media kredibel.",kesimpulannya informasi menyebut apbn bulan rupiah anjlok rupiah hoaks menyesat masyarakat diimbau mudah_negated percaya informasi menimbul kepani cek sumber resmi pemerintah media kredibel,23
"‼️HOAKS! APBN RI Disebut Hanya Cukup 3 Bulan &amp; Rupiah Tembus Rp20.000 ‼️

Beredar di sosmed unggahan yang mengklaim bahwa APBN Indonesia hanya cukup untuk 3 bulan dan nilai tukar rupiah berpotensi menyentuh Rp20.000 per dolar AS. https://t.co/J9tXUjbvtK",hoaks apbn bulan rupiah tembus rupiah beredar sosmed unggah mengklaim apbn indonesia bulan nilai tukar rupiah berpotens menyentuh rupiah dolar,20
@hourlykibutsuji ini kayaknya lebih mubgkin terjadi lu becek sama muzan ketimbang rupiah turun😭💔,kayaknya mubgkin becek muzan ketimbang rupiah turun sedih,8
"Sudah, lupakan harga minyak akan turun.

Ceasefire antara Iran vs Amrik akan segera berakhir.

Bersiap-siap aja jagain APBN dan Rupiah, jangan sampai ambrol! https://t.co/Bc5tRHaKGa",sudah lupa harga minyak turun ceasefire iran amrik jagain apbn rupiah jangan ambrol,13
"@pasifisstate pantesan beberapa hari penjual ayam potong depan rumah kagak jualan, gosipnya sih kagak tau mau dijual berapaan perkilonya.

bisa jadi bukan naik lagi tapi udah ganti harga,awokawok",pantes hari penjual ayam potong rumah jualan_negated gosipnya tidak dijual berapa perkilonya bisa naik_negated ganti harga awokawok,17
"@pasifisstate Info A1 mama kecintaan. Usaha dagang di pasar, belanja kebutuhan dagang ke pasar induk caringin bdg. Harga semua naik 3x lipat dari sebelumnya. Geblek!! 🤯🤬",info amilyaranama kecinta usaha dagang pasar belanja kebutuhan dagang pasar induk caringin bdg harga naik lipat geblek,17
@LekunganManja @TheCurut007 Dikasih FAKTA rupiah melemah ke angka 17.419 muter kemana-mana gapunya argumen. Lu tuh manusia HINA makhluk rendahan makanya gapaham apa-apa,dikasih fakta rupiah melemah angka muter kemana gapunya argumen manusia hina makhluk rendah gapaham,14
"Tarif kursi roda di Masjidil Haram naik drastis hingga 600 Riyal (±Rp2,5 Juta) jelang puncak haji! 🚨
​Biar nggak kena harga tinggi:
​Pakai Kartu Kendali.
​Transaksi resmi di terminal Bus Shalawat (harga maks. 350 Riyal).
​#Haji2026 #InfoHaji #Makkah https://t.co/kA5hf9uaEi",tarif kursi roda masjidil haram naik drastis riyal rupiah juta jelang puncak haji biar kena_negated harga kartu kendal transaks resmi terminal bus shalawat harga maks riyal haji2026 infohaj makkah,29
"@bandooeng JUJUR gw baru baca namiya :) sedang mengumpulkan pundi-pundi rupiah untuk membeli karyannya keigo. tapi aku lagi beli platina data, kamu udah baca?",jujur baca namiya mengumpul pundi rupiah membel karyannya keigo beli platina data baca,13
@xquitavee Yg tumbang rupiah 🤑,tumbang rupiah,2
Nampaknya zikir nama Malaysia tak menaikkan nilai rupiah. Ahh ini salah soros.,nampaknya zikir nama malaysia menaik nilai rupiah ahh salah soros,10
"rupiah melemah, bensin naik, negara lagi bobrok, yaAllah gimana hidup ini, bener-bener kudu hemat, tapi pemerintah juga diperbaiki lah, apasih ini, capek",rupiah melemah bensin naik negara bobrok yaallah hidup bener kudu hemat pemerintah diperbaik apasih capek,15
"@Hnirankara Rupiah ambruk ga dipikirin, malah mikirin radikal radikul. 🤣🤣🤣",rupiah ambruk dipikirin_negated mikirin radikal radikul,6
"Media² pengecut blok ajalah. Kl cuman cuitan berita.
Temen warkop gw kentut aja gw tau maksudnya kl Rupiah sdg sekarat.

Woi media, tugas kalian itu mengingatkan, jadi penyeimbang dan menegaskan ke pemerintah supaya mereka segera mengatasi keadaan ekonomi yg tolol bin stupid ini.",media pengecut blok ajalah cuman cuitan berita temen warkop kentut maksudnya rupiah sdg sekarat media tugas penyeimbang pemerintah mengatas ekonomi tolol bin stupid,23
yaallah ak masih bs nonton kongser gak ya dengan rupiah yg SANGAT MELEMAH ini 😖,yaallah masih nonton kongser tidak rupiah melemah,7
"Persib Store menjadi saksi betapa krusialnya aset tak berwujud bagi sebuah klub besar. Kemenkum Jabar hadir memberikan edukasi bahwa merek bukan sekadar nama, melainkan reputasi yang  bernilai ekonomi miliaran rupiah.

Kemenkum Jabar - Asep Sutandar.",persib store saksi betapa krusialnya aset berwujud klub kemenkum jabar hadir edukas merek bukan nama reputas bernilai ekonomi miliar rupiah kemenkum jabar asep sutandar,24
@LekunganManja @TheCurut007 Dijawab dulu bang itu rupiah 17.400 mau lu gimanain. Argumen bales argumen jing,rupiah gimanain argumen bales argumen jing,6
"The incompetent dishonest economist Chatib Basri is sacrificing the poor people again. Rupiah can't keep depreciating against the US Dollar or other foreign currency! It's been in decline since the 1965 Western-Backed Coup &amp; Genocide! 90% Indonesians are poor, can't afford food! https://t.co/FCvGzaRwz1",incompetent dishonest economist chatib basri sacrificing poor people again rupiah can triliun keep depreciating against dollar other foreign currency been decline since western backed coup genocide indonesians poor can triliun afford food,32
rupiah terkontraksi lebih dalam lagi. https://t.co/4Irvl57Pp6,rupiah terkontraks,2
"Dolar AS Senin Naik Terpicu Ketegangan di Selat Hormuz
https://t.co/1Q4DRc3gc3 https://t.co/VRrCbKOYHP",dolar senin naik terpicu ketegang selat hormuz,7
"@Telkomsel kalo ga kuota internet yang dipangkas 
Waktu pemakaian yang di pangkas 

Harga makin naik 
120 ribu buat 55GB 

Dulu 60GB 100 ribu 
Makin sering dibeli makin di pangkas kuota nya lah
Cuma 28hr lah 
Plisss lah Telkom gw muak sebenarnya",kuota_negated internet dipangkas pemakai pangkas harga naik ribu 55gb 60gb ribu dibel pangkas kuota 28hr plisss telkom muak,18
soalnya yang jual ayam goreng L***** aja mulai besok naik 500 rupiah buat semua menu nya gara² harga plastik naik,jual ayam goreng besok naik rupiah menu gara harga plastik naik,11
"Ketegangan Hormuz Guncang Pasar, Harga Minyak Naik Tajam
 
Simak selengkapnya: https://t.co/VesLygsARP

Baca artikel lainnya di: https://t.co/fH6UsGK7Aw

#News #MostUpdate #Hormuz #Minyak",ketegang hormuz guncang pasar harga minyak naik tajam simak baca artikel news mostupdate hormuz minyak,15
"@Hidupsebagai62 Embege benar2 membuat kacau seluruh sendi kehidupan rakyat indonesia, mulai monopoli..harga naik..keracunan..pajak naik..dana pendidikan di rampas.. benar2 grand design utk mengacau balaukan negara",embege benarmilyaranembuat kacau sendi kehidup rakyat indonesia monopol harga naik keracun pajak naik dana pendidi rampas benar2 grand design utk mengacau balau negara,23
asli… pening bgt kepala gw rupiah jelek bgy bener2 bikin stresssssssss,asli pening kepala rupiah jelek bgy bener2 bikin stress,9
@xquitavee Gk ada yg ngurusi tumbang atau enggak brooo yg penting bisa ngurusi buat nurunin nilai tukar rupiah ke dolar,ngurus tumbang brooo bisa ngurus nurunin nilai tukar rupiah dolar,10
"Asing Terus Keluar: Saham &amp; Obligasi Melorot, Rupiah pun Rekor https://t.co/MKQiZqwfIc lewat @YouTube 
Nih ada video lagi pak @prabowo . Coba dech Bapak buka hati,hanya orang2 istana yg bilang Indonesia baik2 saja tapi mayoritas pengamat di luar bilang kita harus waspada.",asing saham obligas melorot rupiah rekor video prabowo dech buka hati orang2 istana bilang indonesia baik2 mayoritas pengamat bilang harus waspada,21
"Greenline sore tadi... gangguan di stasiun pd. Ranji - jurang mangu, walaupun kalo naik krl dibilang kaya pepes menurut gua naik krl adalah opsi terbaik dari segi waktu dan harga, tapiiiii sekalinya ada gangguan ampun dah susah cari opsi lain 🥲 https://t.co/MWTUwmh8pL",greenline sore ganggu stasiun ranji jurang mangu naik krl dibilang kaya pepes naik krl opsi terbaik segi harga tapii sekalinya ganggu ampun sudah susah cari opsi,26
"rupiah udah 17,400 presiden lo masih diem aja, stress sih",rupiah presiden masih diem stress,5
"Tamatlah sudah ...
Rupiah kami...
🥹",tamatlah sudah rupiah,3
Gue akuin gue gampang dipalak tapi ADMIN GO PLEASE BE NICE JANGAN NEMBAK HARGA KAYAK MAU NAIK HAJI GITU DONK ANJIRSS,akuin gampang dipalak admin please nice nembak_negated harga naik haji donk anjirss,12
"I don't understand how Rupiah can depreciate other than there's a global short-selling of the currency for example by Soros, Wall Street, &amp; the likes in order to later buy dirt cheap resource-rich Indonesia, its assets, &amp; make 280 million people cheap labour for the Capitalists!",don triliun understand how rupiah can depreciate other than there global short selling currency example soros wall street likes order later buy dirt cheap resource rich indonesia its assets make million people cheap labour capitalists,35
"what's making me emotional in the middle of the night as of now

felt sorry for tws
hate pledis
got no money
family
social life
no job
bad grades
rupiah melemah
life in general

felt like crying but my head hurts so idk wht to do",what making emotional middle night now felt sorry tws hate pledis got money family social life job bad grades rupiah melemah life general felt like crying head hurts idk wht,30
"1. bayar designer.
2. bayar konveksi, konveksi yg udah ternama semacam SDY yg udah ada publikasinya makin naik tu harga
3. pamor band tertentu, makin fame, makin pernah hadir di gigs gede, tour, luar negri apalagi
4. pasaran anak jaman skrng yg pada tajir
5. fomo &amp; yolo mentality",bayar designer bayar konveks ternama sdy publikasinya naik harga pamor band fame pernah hadir gigs gede tour negri pasar anak jaman tajir fomo yolo mentality,25
dollar naik harga jokian naik !!! @atipbknantip,dollar naik harga jokian naik,5
Rupiah no. 5 terlemah di dunia. Berharap ini hoax,rupiah terlemah dunia berharap hoax,5
Siap2 rupiah 25rb..,siap2 rupiah ribuan,3
"Rakyat indo blm semuanya marah ama kondisi ini, masih ada yg percaya kalo kondisi skrg tuh sebenernya dilebih2kan ama buzzer s0r05, sumpah kesel bgt liatnya pdhl mereka udh liat sendiri rupiah ke dollar naik, semua sektor naik, ekonomi lesu, mau sampe kapan coba?",rakyat indo belum marah ama kondisi masih percaya kondisi sebenernya dilebih2 ama buzzer s0r05 sumpah kesel liatnya pdhl sudah liat rupiah dollar naik sektor naik ekonomi lesu,27
bener tapi gimana kalo dia selalu punya cara untuk mempertahankan mbg dan kopdes ini wkwkwk. sekarang dollar naik -&gt; harga minyak naik -&gt; harusnya subsidi bbm dinaikin(?) kecuali emg duitnya cuma boleh buat MBG dan harga minyak dikorbankan. gue gaktau dan gak bisa nebak view ybs.,bener punya mempertahan mbg kopdes tertawa dollar naik harga minyak naik subsidi bahan_bakar_minyak dinaikin kecual duitnya mbg harga minyak dikorban gaktau bisa_negated nebak view ybs,25
Di kala rupiah lagi anjlok begini malah dikatain karbit gegara ngga punya merch :(,rupiah anjlok dikatain karbit gegara ngga punya merch,8
@Haelyjae @frvlcn @nozelism tinggal buka rekening di jenius/jago. switch tuker/beli usd nya dari tabungan rupiah nya,tinggal buka rekening jenius jago switch tuker beli dolar tabung rupiah,11
"para pejuang rupiah kalau ada waktu buat istirahat jangan disia-siain lho, ya. 

kita bisa istirahat dulu sambil nginget-inget yg bisa disyukuri hari ini. 

terima dulu yg nyenengin maupun nyusahin hati. semoga terolah jadi energi cinta tak ada mati, buat nanti pagi kita berjuang lagi.",pejuang rupiah istirahat disia_negated siain bisa istirahat nginget inget bisa disyukur hari terima nyenengin nyusahin hati semoga terolah energ cinta mati pagi berjuang,23
"India experienced this back in 2013 but now has assumed it again in 2026.

Just in a span of 12 months, Rupee (₹) has lost 12% of its value against dollar ($).

Other currencies, Turkish lira and Indoneshian rupiah lost 17.17% and 4.33% against dollar.

3/3",india experienced this back now has assumed again just span months rupee has lost its value against dollar other currencies turkish lira indoneshi rupiah lost against dollar,27
"@antondjawirr @regar_op0sisi di pantura pelabuhan juwana yg teramai diisi kapal2 besar, selama ini sdh sesuai aturan bbm non subsidi yg dipakai, masalahnya 1/abk nya warga, 2/TPI sepi tdk ada ikan, 3/umkm pengawetan ikan dsb macet, biarpun tajir kalo harga bbm naik tinggi, boncos juga tdk mungkin melaut.",pantura pelabuh juwana teramai diisi kapal2 sdh sesuai aturan bahan_bakar_minyak non subsidi dipakai abk warga tpi sepi tidak ikan umkm pengawet ikan macet biarpun tajir harga bahan_bakar_minyak naik boncos tidak melaut,31
"@TxtdariHI ga guna ngasih data begini, buat apa sih? Emamg rakyat 58% peduli kurs rupiah thd dollar?

Emamg pemilihnya di 2029 bakal peduli? Pegawai SPPG, koperasi merah putih, ahli gentengisasi. Semua bakal tetap kenyang meskipun 1 dollar 20 ribu rupiah!

Prabowo 2 periode 100%",tidak ngasih data emamg rakyat pedul kurs rupiah thd dollar emamg pemilihnya pedul pegawai sppg koperas merah putih ahli gentengisas kenyang dollar ribu rupiah prabowo periode,26
"Jadi gini, tahun 1997-1998 kita lagi krisis moneter. Rupiah jatoh dari Rp 2.380 per dolar AS di Juni 1997, terus ambles sampe Rp 17.000 per dolar di Januari 1998. Bayangin, harga barang naik, orang pada panic narik duit dari bank. Likuiditas perbankan kering kerontang.",tahun krisis moneter rupiah jatoh dolar juni ambles dolar januar bayangin harga barang naik orang panic narik duit bank likuiditas perban kering kerontang,23
"@PurpleLotusGCV Dengan semangat Gcv bisa d tukar dengan rupiah bun doris.
Jendral Lien🇮🇩🇮🇩🇮🇩",semangat gcv bisa tukar rupiah bun doris jendral lien indonesia,10
"@BigAlphaID Ini mana yg kemaren bangga jadi satu"" nya negara yg harga bbm nya gak naik...
Bom waktu sudah mulai terlihat hilal nya...",kemaren bangga negara harga bahan_bakar_minyak naik_negated bom sudah hilal,9
makin deket sidang biaya print udh kaya inflasi rupiah,deket sidang biaya print sudah kaya inflasi rupiah,8
"Bruh why ts 1,077,296.60 Indonesian Rupiah https://t.co/jSbGuNFh3A",bruh why indonesi rupiah,4
"@D3anosaurus @unsoedmfs aku biasa sama psikolog natasya, dulu sih biasanya promo 180k dapet 2 sesi voice call. tp skrg kl gasalah naik harga t____t mungkin kalo nyari yg affordable bisa coba cek psikolog lainn di websitenya yaa kaa",psikolog natasya promo 180k dapet sesi voice call gasalah naik harga triliun nyari affordable bisa cek psikolog lainn websitenya kaa,20
"@redontsleep wes semoga aman terus bang, sehat2 pejuang rupiah 💪🏻",wes semoga aman sehat2 pejuang rupiah,6
Hari senin ini gong bgt yaa pulang nya banyak transmum kena masalah dan kepadatan yg wow bgtt asoy masyaallah pejuang rupiah ❤️‍🔥❤️‍🔥,hari senin gong pulang transmum kena kepadat wow bgtt asoy masyaallah pejuang rupiah,13
Kondisi gw tiap liat harga bahan baku naik https://t.co/rsWPey7FyP,kondisi liat harga bahan baku naik,6
"setiap ada moment owo💓bunted, kurs rupiah melemah.",moment owo bunted kurs rupiah melemah,6
Update: Rupiah tembus Rp17.418 Per Dolar AS.,update rupiah tembus rupiah dolar,5
@xquitavee emak emak pushing krn harga harga sayur dll pada naik pdhl pendapatan tetap,emak pushing harga sayur naik pdhl pendapat,7
@idextratime Rupiah anjlok gaji gk naik😔,rupiah anjlok gaji naik sedih,5
"Harga naik, akses makin sempit, peluang makin timpang. Yang kecil makin susah naik, yang besar makin susah jatuh.
Dan ironisnya, semua ini dibungkus dengan narasi “demi pembangunan”, “demi pertumbuhan”, padahal yang tumbuh cuma segelintir.",harga naik akses sempit peluang timpang susah naik susah jatuh ironisnya dibungkus naras pembangun pertumbuhan tumbuh segelintir,17
"CF update!✨️

Done sorting out 🍊 order! Aku cicil email link c.o malam ini biar bsk bisa dapet freeong bsk :3 tp baru kirim tgl 8 Mei setelah freebies selesai cetak semua ok👌

Trus packaging plastik aku kurangin ya, krn harga naik🫠 Jd ada yg 1 plastik 2 kc / gabung sticker https://t.co/6nym3wxKDU",update done sorting out order cicil email malam biar bsk bisa dapet freeong bsk kirim tgl mei freebies selesai cetak trus packaging plastik kurangin harga naik plastik gabung sticker,29
"@aceellkz Murahlah rupiah turun 17.4, semua cuci gudang sebelum makin parah🤣",murahlah rupiah turun cuci gudang parah,6
"AGI ASI :
Betul bro, ini masalah klasik di Indonesia. Harga properti (terutama cluster/perumahan) naik gila-gilaan, sementara gaji mayoritas orang nggak ikut naik secepat itu. Ini bikin housing affordability rendah banget. 

https://t.co/VuNw7wRpVM",agi asi klasik indonesia harga propert cluster perumah naik gila gilaan gaji mayoritas orang tidak naik secepat bikin housing affordability rendah,21
"@Duren___ Hari ini Pertadex udah naik lagi. 
Gak sanggup dah PEMERINTAH MENSUBSIDI HARGA DIESEL BIAR GAK CHAOS…. 😂😂😂 
HARGA ASLINYA 30.000AN KAN…?? 
PERTAMAX JUGA MASIH HARGA SUBSIDI… JANGAN BILANG GAK ADA  STOCK YA, BAHLIL…
UDAH PAHAM LAH CARA2 BUSUK PEMERINTAH…",hari pertadex naik sanggup_negated sudah pemerintah mensubsid harga diesel biar chaos_negated tertawa harga aslinya 000an pertamax masih harga subsidi bilang_negated tidak stock bahlil paham cara2 busuk pemerintah,27
@_bmsk Banyak hoax mau nebus jutaan rupiah,hoax nebus jutaan rupiah,4
"if it’s in Rupiah, nah i will pass",rupiah will pass,3
"Rupiah melemah terhadap Rp17. 400 per dollar.menurut kalian ada yang aneh ga? Indonesia kan negara komoditi seperti batu bara, sawit, tembaga, nikel, dll yang rata rata dari komoditi tersebut years to date naik sekitar 15% kenapa rupiah malah melemah??? https://t.co/FOe6mEaOcW",rupiah melemah rupiah dollar aneh indonesia_negated negara komodit batu bara sawit tembaga nikel komodit years date naik rupiah melemah,19
@chelicky itu grgr pake poin.. ternyata sblm sblmnya tiap aku beli tiket dapet point 5k-7k gitu sampe ga sadar kekumpul 54k… aku tadi iseng pencet yang 54k itu dan kepotong 50k karna harga tiketnya 50k juga jadi 0 rupiah dehhh ksksks,grgr pake poin sblm sblmnya beli tiket dapet point sadar_negated kekumpul 54k iseng pencet 54k kepotong 50k karna harga tiketnya 50k rupiah dehhh ksksks,24
"Ga ngerti harus bersyukur karena menang aku nabung pake dollar, atau sedih karena rupiah menurun

Gmn nay @conconlatte wkwk",ngerti_negated harus bersyukur menang nabung pake dollar sedih rupiah menurun nay tertawa,12
harga tiket pesawat naik tp gaji gue ga naik😔,harga tiket pesawat naik gaji naik_negated sedih,7
"ingat ya, harga terbaik biasanya cuma di jam 00.00 – 02.00

habis itu naik lagi pelan-pelan 🥲

kalau emang lagi butuh / udah lama ngincer → ini waktunya

jangan sampe nyesel besok pagi 😭",harga terbaik jam habis naik pelan butuh ngincer jangan nyesel besok pagi sedih,13
"sehat sehat para pejuang rupiah, semoga ekonomi indo lekas membaik 🥺❤️‍🩹 https://t.co/JYdaoVOCMV",sehat pejuang rupiah semoga ekonomi indo lekas membaik,8
Ini mah kalau rupiah sebobrok ini gue harus belajar hiragana sama katakana lagi sih😭 Trauma banget gaji imup umr dipotong pajak banyak bener😭😭,mah rupiah sebobrok harus belajar hiragana katakana sedih trauma gaji imup umr dipotong pajak bener sedih,16
"Mana gue mau Euro trip lagi pas September, rupiah makin tipes gini emang harus well prepare dari tiket, penginapan, sama uang jajan. Beda 500-1000 lumayan juga kalau dikali sekali trip. Aaaaaaaa kucluuuk!!!",euro trip pas september rupiah tipes harus well prepare tiket penginap uang jajan beda lumay dikal trip kucluuuk,18
tebak siapa yg drop di minggu wakwaw ini selain rupiah ☝🏻🤓,tebak drop minggu wakwaw rupiah,5
hati-hati dijalan pejuang rupiah &lt;33 jangan lupa yg penting selamat sampai rumah soalnya ada keluarga yg nunggu dirumah.,hati dijal pejuang rupiah lupa_negated selamat rumah keluarga nunggu dirumah,10
"gue bangga banget anjirrt sama pejuang rupiah, yang mana hari ini green line ada gangguan, macet dimana mana, hujan deres banget, banjir.",bangga anjirrt pejuang rupiah hari green line ganggu macet dimana hujan deres banjir,13
Menuju 17.845 🤣 ga ada harga dirinya banget ya rupiah wkwk,tidak harga rupiah tertawa,4
"Wts pc jaemin biu digipack beat it up 
harga asli 35 rb yaa, di oren aku udah naik admin nya per mei ini, kalo mau split pay dm aja yaah

https://t.co/M9jcu4DUq0",wts jaemin biu digipack beat harga asli ribu oren naik admin mei split pay yaah,15
"Rupiah nambah 100 perak lagi, ya Allah. 🥲",rupiah nambah perak allah,4
"@senxhou @hidayattopek111 @LambeSahamjja emang wajar bang naik tuh,dulu sebelum perang harga 66$ per barell sekarang 99$ https://t.co/D6Jni4LCmp",wajar naik perang harga barell,5
MAU PAMER ANJJJJ. GUE BELI TIKET BUAT NTAR PULKAM PAS IDUL ADHA DAN BOOM KAGA BAYAR ALIAS TIKETNYA 0 RUPIAH😋 https://t.co/fZ91EgdVlL,pamer anjjjj beli tiket ntar pulkam pas idul adha boom kaga bayar alias tiketnya rupiah,15
"Gk jdi rupiah makin lemah, kita daya beli yg sesama rupiah aja",jdi rupiah lemah daya beli rupiah,6
"Hari ini kayanya chaos bgt yang pada pulang kerjaa, semangat-semangat deh para pencari rupiah🥲😭🫠",hari kayanya chaos pulang kerjaa semangat sudah pencar rupiah sedih,10
@cccchhia pantes rupiah melemah kaa,pantes rupiah melemah kaa,4
"⚡️ Harga minyak naik lebih dari US$ 5, mencapai US$ 114 per barel setelah Iran menyerang Uni Emirat Arab.",harga minyak naik mencapai barel iran menyerang uni emirat arab,10
Aku berani bertaruh yah sebelum episode 9 tadc 19 juni nanti pasti rupiah dah di atas 18.000 https://t.co/HEqCvjQPH1,beran bertaruh episode tadc juni rupiah sudah,7
"Awal² ak packing orderan online 1pcs/box, mau beli 2pcs atau 3pcs boxnya pisah² karna pikir ku ""siapa tauu, ini orderan bareng temennya atau mau dikasih as gift"" tapi makin kesini semua harga naik dan harga box juga naik jadinya sekarang aku packing 1 resi/box.",packing order online 1pcs box beli 2pcs 3pcs boxnya pisah karna pikir tauu order bareng temennya dikasih gift kesin harga naik harga box naik packing resi box,27
@LekunganManja @TheCurut007 Urus aja itu Rupiah 17.400 + APBN nalangin subsidi BBM yg bocor. Bapak bapak bego kerja dari buzzer mana paham,urus rupiah apbn nalangin subsidi bahan_bakar_minyak bocor bego kerja buzzer paham,11
"Murah banget mumpung lagi turun harga diskon jadi 12k an dapet 2 gass

Buruan co sebelum naik 👇
https://t.co/J4iqjELKj3
https://t.co/J4iqjELKj3

kode promo voucher shopeefood gofood grabfood go grab shopee food gojek gratis ongkir Senin https://t.co/ff6J6BXdIl",murah mumpung turun harga diskon 12k dapet gass buruan naik kode promo voucher shopeefood gofood grabfood grab shopee food gojek gratis ongkir senin,23
"The real ""senin harga naik""",real senin harga naik,4
"The most fucked up thing about the current situation in Indonesia is how everything keeps getting more expensive, salaries are barely surviving, and the rupiah keeps losing against other currencies. The dream of going abroad for a better life sounds more and more reasonable, but",most fucked thing about current situation indonesia how everything keeps getting more expensive salaries barely surviving rupiah keeps losing against other currencies dream going abroad better life sounds more reasonable,30
@Mortainehart si rupiah langsung mendekam di kamar gk berani keluar rumah,rupiah langsung mendekam kamar beran rumah,6
@selimutperca he will do it for 0 rupiah,will rupiah,2
@simpangsieurr udah pensiun jadi pengacara🤡 udah jadi budak rupiah lagi🤡,pensiun pengacara budak rupiah,4
"Ortuku ga scrolling sosmed, tapi cuma liat berita di tv aja yg narasinya lebih netral aja keliatan klo beritanya isinya kondisi sekarang lagi ga baik baik aja. Nyatanya kondisi sekitar jg harga apa""nya banyak yg naik, org jualan jg ga sedikit makin sepi",ortuku scrolling_negated sosmed liat berita narasinya netral keliat beritanya isinya kondisi tidak kondisi harga naik orang jualan tidak sepi,19
"Setelah ke LN dalam waktu singkat, akhirnya saya tersadar bahwa rupiah lagi bapuk banget 😥😥",singkat tersadar rupiah bapuk,4
"ke serpong masih ada pilihan tj S11 atau grab masih masuk akal meskipun mahal tapi ke parung, maja, rangkas itu duh jauh bangettt😭 sehat sehat pejuang rupiah😭",serpong masih pilih s11 grab masih masuk akal mahal parung maja rangkas duh bangettt sedih sehat pejuang rupiah sedih,19
@salam4jari tolong lah itu rupiah jangan di sama ratakan dengan kontol mu semakin turun itu @prabowo (cuma punya 1 biji),tolong rupiah jangan rata kontol turun prabowo punya biji,9
ngeliat harga buku di rupiah rasanya kayak https://t.co/vFUH7UAp1g,ngeliat harga buku rupiah,4
rupiah kalau jadi orang pasti bakal ga berani natap muka orang lain sih alias wdym satu dollar skrg setara 17k,rupiah orang berani_negated natap muka orang alias wdym dollar setara 17k,11
"YaAllah paling potek kalo ada berita kaya gini tuhhh🥺

Semoga rejeki kalian dilipatgandakan yaa para pejuang rupiah🥺🫶

Coba prbw mau gak ya desak2an ky gni….",yaallah potek berita kaya tuhhh semoga rejek dilipatganda pejuang rupiah prbw tidak desak2 gni,14
"@MikeGoldbe7561 @billions_fdn There have been many scams via messages saying, congratulations, you have received 10 million rupiah, to withdraw it you need to pay an admin fee of 200 thousand...then I replied, sir, first pay the admin, then when it's paid out I'll pay you back 10 times the amount😂",there have been many scams messages saying congratulations you have received million rupiah withdraw you need pay admin fee thousand then replied sir first pay admin then when paid out pay you back times amount tertawa,36
to the moon us dollars. to the hell rupiah.,moon dollars hell rupiah,4
"makin empet gw, rupiah makin tinggi. mana abis bayar selisih coretax. mending klo kecil, ini bisa kebeli hp. tp pajaknya g tau kmn😁",empet rupiah abis bayar selisih coretax mending bisa kebel pajaknya kmn,11
